"";"TIPO_REG";"ENCUESTA";"COD_VEREDA";"PRED_ETNICA";"S05_TENENCIA";"P_S6P71";"P_S6P65";"P_S6P66";"P_S7P84F";"P_S7P85B";"P_S12P150A";"P_S15P158B";"PRED_ETNICA_C";"S05_TENENCIA_C";"P_S6P71_C";"P_S6P65_c"
"532";"1";"1960883";"99524005";"2";"1";"6";"1";1932062,3485;8;40;34985834,454;2;"Asentamiento indígena";"Propia";"Sequía";"Si"
"533";"1";"1729079";"99624002";"2";"2";"12";"1";4662182,2391;50;179;7254328,94;1;"Asentamiento indígena";"Arriendo";"No fueron Afectados";"Si"
"534";"1";"82231492";"99624007";"7";"1";"10";"1";2020366,5305;66;107;2317371,8497;2;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"535";"1";"82231498";"99624005";"7";"99";"6";"1";687917,00163;72;213;3059226,7759;4;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"536";"1";"82231499";"99624005";"7";"99";"12";"1";2257916,5789;8;40;3136460,8964;1;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"537";"1";"82231500";"99624005";"7";"99";"12";"1";917079,47155;55;160;3157988,418;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"538";"1";"83563291";"99624008";"2";"7";"12";"2";0;2;3;11494,142665;8;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"No"
"539";"1";"83563299";"99624008";"2";"8";"12";"1";5286,1966429;9;43;16560,703586;10;"Asentamiento indígena";"Adjudicatario o comunero";"No fueron Afectados";"Si"
"540";"1";"83698405";"99624008";"7";"7";"12";"2";0;2;3;2456,6998883;3;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"No"
"541";"1";"83698409";"99624008";"2";"7";"12";"1";85210,526309;6;17;119570,97372;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"542";"1";"83698413";"99624008";"2";"7";"10";"1";2094,9132247;10;30;8196,2145068;3;"Asentamiento indígena";"Propiedad colectiva";"Plaga";"Si"
"543";"1";"83698415";"99624008";"2";"8";"6";"1";2211,8101673;2;12;10944,700736;4;"Asentamiento indígena";"Adjudicatario o comunero";"Sequía";"Si"
"544";"1";"83698417";"99624008";"2";"8";"6";"1";660,61023411;12;42;4426,183423;3;"Asentamiento indígena";"Adjudicatario o comunero";"Sequía";"Si"
"545";"1";"83698421";"99624008";"2";"7";"12";"1";446,84941956;2;7;7832,9800396;5;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"546";"1";"83698790";"99624008";"2";"7";"12";"1";5680082,8169;82;213;7143323,891;0;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"547";"1";"83698792";"99624008";"2";"8";"12";"1";33162,235829;9;47;83398,483792;4;"Asentamiento indígena";"Adjudicatario o comunero";"No fueron Afectados";"Si"
"548";"1";"82231528";"99624007";"7";"1";"12";"1";1411827,3517;58;290;1436580,5901;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"549";"1";"82231542";"99624004";"7";"1";"12";"1";6503094,9572;194;639;6951839,9671;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"550";"1";"82231546";"99624005";"7";"1";"10";"1";532964,96397;33;113;949376,56567;5;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"551";"1";"82231557";"99624001";"7";"1";"6";"1";85753,566424;2;3;220723,41614;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"552";"1";"82231560";"99624001";"7";"1";"10";"1";514558,58428;38;187;735116,10103;2;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"553";"1";"82231562";"99624007";"7";"1";"6";"1";2585943,2202;106;456;3479039,4203;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"554";"1";"82231579";"99624005";"7";"7";"12";"1";1233769,6981;48;202;1460422,5127;4;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"Si"
"555";"1";"82231584";"99624005";"7";"1";"12";"1";344520,99531;10;47;1149637,7024;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"556";"1";"82231586";"99624005";"7";"99";"12";"1";2389654,6674;10;50;3151482,5831;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"557";"1";"82231587";"99624005";"7";"9";"12";"1";5156255,7334;7;20;5325788,5826;4;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"558";"1";"82231588";"99624005";"7";"99";"12";"1";2530704,2958;3;25;3142828,4987;5;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"559";"1";"82231590";"99624007";"7";"1";"6";"1";824149,51421;0;0;2062389,6952;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"560";"1";"82231594";"99624001";"7";"1";"12";"1";7154,6889104;7;33;54503,410745;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"561";"1";"82231596";"99624007";"7";"1";"12";"1";1355959,1155;51;168;1389993,6708;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"562";"1";"83563264";"99624006";"2";"7";"12";"1";709383,54764;3;13;892326,10217;9;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"563";"1";"83563267";"99524005";"7";"99";"6";"1";2251394,7363;8;27;2334497,4357;5;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"564";"1";"82428002";"99624005";"7";"1";"12";"1";1027977,0693;10;50;1112329,4169;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"565";"1";"82428005";"99624005";"7";"99";"6";"1";10612640,156;49;140;29823850,015;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"566";"1";"82428006";"99624008";"7";"1";"1";"1";311650,77193;20;20;1806536,9095;2;"Ninguno de los anteriores";"Propia";"Inundación";"Si"
"567";"1";"82428010";"99624005";"7";"1";"12";"1";1418520,915;14;26;1596657,5192;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"568";"1";"82428011";"99524005";"7";"99";"12";"1";2207827,9413;9;32;2332855,7694;5;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"569";"1";"82428013";"99524005";"7";"99";"6";"1";1316916,3636;50;87;2337313,1763;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"570";"1";"82428016";"99524005";"7";"99";"12";"1";2112556,5166;48;140;2335053,9142;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"571";"1";"82428017";"99624005";"7";"1";"12";"1";468825,44239;8;20;598462,2267;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"572";"1";"82428019";"99524005";"7";"99";"12";"1";1465541,0683;2;10;2332997,9477;9;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"573";"1";"82428107";"99524005";"7";"99";"12";"1";1936532,0681;107;280;2329179,1951;2;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"574";"1";"82428021";"99624005";"7";"1";"6";"1";882068,74195;40;160;926783,88058;0;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"575";"1";"82428022";"99624008";"7";"99";"6";"1";3595568,6786;64;325;5044390,2691;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"576";"1";"82428026";"99624002";"2";"7";"9";"1";558607,0346;114;117;3850939,2912;3;"Asentamiento indígena";"Propiedad colectiva";"Incendio";"Si"
"577";"1";"82428075";"99624002";"7";"1";"12";"1";4069960,079;202;656;4634665,3346;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"578";"1";"82428081";"99524005";"7";"99";"12";"1";1559903,852;15;92;2335338,2988;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"579";"1";"82428086";"99524005";"7";"99";"6";"1";2257363,697;8;27;2334141,0015;5;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"580";"1";"82428087";"99624005";"7";"99";"6";"1";1876849,0311;726;2373;29586424,067;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"581";"1";"82428088";"99524005";"7";"99";"6";"1";2130278,5254;37;67;2333713,2114;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"582";"1";"82428089";"99524005";"7";"99";"12";"1";641141,61885;2;5;2347519,6506;5;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"583";"1";"82428090";"99524005";"7";"99";"12";"1";2306472,7818;67;106;2334002,9707;4;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"584";"1";"82428105";"99624002";"2";"7";"12";"1";419706,25705;2;7;4116809,3164;6;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"585";"1";"82428110";"99524003";"7";"99";"6";"1";2182907,448;38;62;2333494,0844;7;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"586";"1";"82428111";"99624005";"7";"1";"12";"1";1905983,4046;83;247;2072957,113;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"587";"1";"82428118";"99524003";"7";"99";"6";"1";2273170,6009;89;443;2333786,0958;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"588";"1";"82428119";"99524005";"7";"99";"12";"1";931640,43226;76;192;2340010,6377;6;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"589";"1";"82428124";"99524005";"7";"99";"12";"1";2253503,8243;11;57;2333545,7383;2;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"590";"1";"82428129";"99524005";"7";"99";"12";"1";147981,9357;30;75;2336705,4413;5;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"591";"1";"82428123";"99524005";"7";"99";"12";"1";1898671,9309;68;179;2333197,2298;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"592";"1";"82231477";"99624004";"7";"1";"6";"1";49117,229195;12;60;171936,39541;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"593";"1";"82231484";"99624005";"7";"1";"6";"1";1844231,2132;31;100;2311868,724;0;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"594";"1";"82231486";"99624001";"7";"99";"6";"1";286199,09181;2;7;32120936,207;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"595";"1";"82231487";"99624007";"7";"1";"12";"1";2129783,9287;2;7;2316021,6457;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"596";"1";"82231489";"99624005";"7";"1";"12";"1";1738496,5481;31;100;1988391,073;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"597";"1";"82231493";"99624005";"7";"1";"12";"1";1390677,4721;20;187;1436550,1793;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"598";"1";"82231494";"99624005";"7";"1";"6";"1";5370201,8612;226;611;6950881,8993;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"599";"1";"82231495";"99624005";"7";"1";"12";"1";4014124,1419;193;209;6031292,8959;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"600";"1";"82231508";"99624005";"7";"1";"12";"1";1286038,2083;4;16;1308847,9698;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"601";"1";"82231514";"99624005";"7";"1";"12";"1";2558,3776359;2;8;11808,869985;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"602";"1";"82231519";"99624005";"7";"1";"12";"1";139860,69398;6;20;232078,82096;0;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"603";"1";"82231520";"99624005";"7";"1";"11";"1";1853969,4197;2;10;2146035,1371;2;"Ninguno de los anteriores";"Propia";"Enfermedad";"Si"
"604";"1";"82231522";"99624005";"7";"1";"6";"1";26670,4844;5;17;176452,24244;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"605";"1";"82231523";"99624005";"7";"1";"12";"1";1317073,7684;58;163;1583743,7943;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"606";"1";"82231524";"99624005";"7";"1";"12";"1";5626964,3528;203;652;6956421,1239;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"607";"1";"82231531";"99624003";"7";"99";"12";"1";1305027,02;130;194;3140072,1212;4;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"608";"1";"82231532";"99624005";"7";"1";"6";"1";1335783,7564;22;48;1390220,2419;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"609";"1";"82231533";"99624008";"2";"7";"6";"1";2106053,9981;81;197;4140916,7604;4;"Asentamiento indígena";"Propiedad colectiva";"Sequía";"Si"
"610";"1";"82231534";"99624008";"7";"99";"12";"1";1314507,018;14;83;3151197,0856;0;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"611";"1";"82231535";"99624008";"7";"99";"12";"1";2937858,2386;22;70;3148693,2844;0;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"612";"1";"82231536";"99624005";"7";"1";"9";"2";0;3;25;23267,289668;4;"Ninguno de los anteriores";"Propia";"Incendio";"No"
"613";"1";"82231537";"99624005";"7";"1";"6";"1";2436243,3908;4;70;2835239,3536;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"614";"1";"82231538";"99624005";"7";"1";"1";"1";829031,59022;3;8;978094,52634;4;"Ninguno de los anteriores";"Propia";"Inundación";"Si"
"615";"1";"82231539";"99624008";"7";"99";"9";"1";2589296,3108;136;369;3147299,7464;3;"Ninguno de los anteriores";"No sabe";"Incendio";"Si"
"616";"1";"82231551";"99624005";"7";"1";"12";"1";3102628,2855;98;424;3426263,5121;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"617";"1";"82231552";"99624005";"7";"1";"6";"1";1131858,3996;36;64;1390906,286;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"618";"1";"82231558";"99624007";"7";"99";"6";"1";2390717,1716;22;70;3152119,5569;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"619";"1";"82231566";"99624005";"7";"1";"6";"1";836452,25608;2;9;2171186,6171;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"620";"1";"82231569";"99624005";"7";"1";"6";"2";0;6;33;3490,8270138;3;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"621";"1";"82231570";"99624005";"7";"1";"12";"1";668895,40983;24;34;859097,39552;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"622";"1";"82231572";"99624005";"7";"1";"6";"1";1222915,6389;46;80;1854931,3238;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"623";"1";"82231573";"99624008";"2";"7";"12";"1";1272528,5994;1;3;4287724,2909;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"624";"1";"82231575";"99624005";"7";"1";"12";"2";0;5;10;2163585,9387;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"625";"1";"82231576";"99624003";"7";"99";"12";"1";2382948,5318;2;7;3147511,3119;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"626";"1";"82231580";"99524005";"7";"99";"12";"1";2313310,413;4;7;2334175,025;0;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"627";"1";"82231581";"99624005";"7";"1";"12";"1";7681022,8661;35;101;8110823,7364;0;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"628";"1";"82231593";"99624005";"7";"1";"12";"1";118347,40414;3;13;231909,83552;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"629";"1";"82231597";"99624002";"7";"1";"12";"1";348933,75153;18;72;768906,86815;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"630";"1";"82231599";"99624005";"7";"99";"6";"1";677601,54423;124;167;3204053,3619;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"631";"1";"82231565";"99624005";"7";"1";"12";"1";3526203,3857;67;109;3940152,3086;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"632";"1";"82239202";"99624005";"7";"1";"12";"1";3419243,2904;73;175;3706489,1206;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"633";"1";"82239205";"99624007";"7";"1";"12";"1";3792,482501;2;7;13948,206732;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"634";"1";"82239212";"99624005";"7";"1";"11";"1";872179,33721;12;35;973157,44758;1;"Ninguno de los anteriores";"Propia";"Enfermedad";"Si"
"635";"1";"82239213";"99624005";"7";"1";"12";"1";1791083,5032;10;50;2084657,6532;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"636";"1";"82239238";"99624005";"7";"1";"12";"1";1709506,0905;3;13;1815214,602;0;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"637";"1";"82239239";"99624005";"7";"99";"12";"1";2919451,6712;13;17;3146110,7945;0;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"638";"1";"82239246";"99624005";"7";"1";"12";"1";2017175,9787;9;30;2541999,6228;0;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"639";"1";"82428038";"99524005";"7";"1";"6";"1";2473102,0345;26;83;4622265,9365;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"640";"1";"82428045";"99624005";"7";"1";"12";"1";1014637,638;8;80;1203461,1961;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"641";"1";"82428048";"99624005";"7";"7";"12";"1";2930333,794;6;24;3011339,6331;1;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"Si"
"642";"1";"82428053";"99624008";"7";"99";"1";"1";4325348,5074;55;74;4979613,4808;2;"Ninguno de los anteriores";"No sabe";"Inundación";"Si"
"643";"1";"82428052";"99524005";"7";"99";"12";"1";2174304,7558;113;1169;2334460,2295;4;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"644";"1";"82428055";"99624005";"7";"1";"12";"1";1979620,5367;31;100;2078305,2317;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"645";"1";"82428064";"99624008";"2";"7";"12";"1";167652,22427;2;10;4399926,8132;2;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"646";"1";"82428076";"99524005";"7";"99";"6";"1";1564149,0063;83;200;2380370,2932;5;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"647";"1";"82428079";"99624002";"2";"7";"12";"1";746996,54053;3;13;4357748,1126;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"648";"1";"82428091";"99524005";"7";"99";"12";"1";2031022,8968;93;246;2380343,608;4;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"649";"1";"82428096";"99624002";"2";"7";"12";"1";1209681,5983;1;3;4235301,3363;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"650";"1";"82428099";"99524005";"7";"99";"10";"1";60095,95675;11;62;2395474,0503;4;"Ninguno de los anteriores";"No sabe";"Plaga";"Si"
"651";"1";"82428126";"99524005";"7";"99";"12";"1";1992014,3471;38;62;2331544,3128;7;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"652";"1";"82239214";"99524005";"7";"7";"12";"1";320695,97913;14;59;469928,82181;4;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"Si"
"653";"1";"82231476";"99624005";"7";"1";"12";"1";1162761,5239;8;27;1266245,52;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"654";"1";"82231598";"99624005";"7";"1";"10";"1";1586710,1187;82;133;1607793,0566;4;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"655";"1";"82239245";"99624005";"7";"1";"6";"1";339246,28196;6;17;370657,70118;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"656";"1";"82239445";"99624005";"7";"1";"6";"1";339246,28196;6;17;370657,70118;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"657";"1";"82428023";"99624008";"2";"7";"10";"1";717395,86251;50;143;4274354,142;3;"Asentamiento indígena";"Propiedad colectiva";"Plaga";"Si"
"658";"1";"82428024";"99624002";"2";"7";"6";"1";1486354,4941;10;50;4144210,1219;4;"Asentamiento indígena";"Propiedad colectiva";"Sequía";"Si"
"659";"1";"82428025";"99624002";"2";"7";"11";"1";3428331,8896;9;75;4163858,8178;5;"Asentamiento indígena";"Propiedad colectiva";"Enfermedad";"Si"
"660";"1";"82428054";"99624005";"7";"1";"12";"1";2813743,0893;25;44;2997309,8414;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"661";"1";"82428058";"99524005";"7";"99";"12";"1";1240546,8326;69;156;2338299,1864;6;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"662";"1";"82428059";"99624005";"7";"1";"12";"1";859800,80213;14;25;972747,88039;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"663";"1";"82428083";"99624005";"7";"9";"12";"1";3389225,9377;118;381;3474314,5539;3;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"664";"1";"82428085";"99524005";"7";"99";"12";"1";1973331,1189;26;83;2333894,9955;1;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"665";"1";"1137963";"99773073";"7";"1";"12";"1";3193960,2974;4;7;3330046,3342;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"666";"1";"1137965";"99773073";"7";"1";"12";"2";0;2;25;517825,60373;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"667";"1";"1137966";"99773073";"7";"1";"12";"1";8393679,6374;6;20;11308123,204;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"668";"1";"1315700";"99773073";"7";"1";"12";"1";7945774,5721;11;53;9905113,1751;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"669";"1";"1315705";"99773073";"7";"1";"12";"1";101094,87378;2;7;229837,97017;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"670";"1";"3425105";"99773033";"2";"7";"1";"1";6910,6036283;0;0;227129,6319;5;"Asentamiento indígena";"Propiedad colectiva";"Inundación";"Si"
"671";"1";"3425107";"99773033";"2";"7";"1";"2";0;1;3;70713,870069;8;"Asentamiento indígena";"Propiedad colectiva";"Inundación";"No"
"672";"1";"3581596";"99773061";"7";"1";"12";"1";4945377,3646;2;3;5491835,3994;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"673";"1";"3581597";"99773061";"7";"1";"12";"2";0;2;10;11842289,204;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"674";"1";"3584809";"99773038";"7";"1";"12";"1";5836827,6141;8;27;6046709,3699;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"675";"1";"3584811";"99773038";"7";"1";"12";"1";1161124,7617;11;53;1887331,8017;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"676";"1";"3584837";"99773061";"7";"1";"12";"2";0;2;12;471273,16405;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"677";"1";"3584845";"99773073";"7";"1";"12";"1";3742917,9596;10;62;5746955,405;8;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"678";"1";"3584846";"99773038";"7";"1";"6";"1";8197141,5971;6;20;9285131,9815;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"679";"1";"3585032";"99773038";"7";"1";"12";"1";17477128,063;8;23;17674024,616;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"680";"1";"3585044";"99773073";"7";"1";"10";"1";13768812,16;69;125;19902632,061;3;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"681";"1";"3585072";"99773061";"7";"1";"9";"1";2533309,8979;5;8;4165734,1318;7;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"682";"1";"3585074";"99773061";"7";"1";"12";"1";2392438,6604;2;12;4882010,8812;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"683";"1";"3585100";"99773055";"7";"1";"12";"1";9177616,8052;6;20;9790992,6772;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"684";"1";"3585134";"99773055";"6";"1";"12";"1";3301502,8312;10;30;5755057,1692;3;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"685";"1";"3585135";"99773055";"7";"1";"12";"2";0;2;10;7775843,0908;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"686";"1";"3585136";"99773038";"7";"1";"12";"1";2084937,4303;3;13;2455017,6957;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"687";"1";"3585140";"99773054";"7";"2";"12";"1";11029210,58;0;0;12905407,666;5;"Ninguno de los anteriores";"Arriendo";"No fueron Afectados";"Si"
"688";"1";"3693764";"99773059";"7";"1";"12";"1";3170,4993746;2;10;44916,80347;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"689";"1";"3720079";"99773074";"7";"1";"12";"1";10662839,41;11;57;10812226,329;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"690";"1";"3720202";"99773055";"7";"1";"12";"1";3560158,3434;10;30;3920797,5947;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"691";"1";"3744049";"99773052";"7";"1";"9";"1";5885740,3011;5;17;7371333,8766;1;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"692";"1";"3744058";"99773069";"7";"1";"6";"1";6436586,0452;1;3;8317949,7544;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"693";"1";"3744059";"99773059";"7";"1";"12";"1";558385,26454;2;10;698960,54534;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"694";"1";"3744066";"99773073";"7";"1";"1";"2";0;2;7;667846,58763;2;"Ninguno de los anteriores";"Propia";"Inundación";"No"
"695";"1";"3744070";"99773063";"7";"1";"6";"1";1199710,1012;6;20;1998195,8337;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"696";"1";"3744071";"99773063";"7";"1";"10";"1";100924,07944;20;54;1971845,5316;4;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"697";"1";"3744075";"99773063";"7";"1";"6";"2";0;9;30;16607474,173;2;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"698";"1";"3744076";"99773063";"7";"1";"12";"2";0;2;7;70149,211383;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"699";"1";"3744077";"99773050";"7";"1";"6";"1";105062,57274;2;7;4331284,1715;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"700";"1";"3744080";"99773063";"7";"1";"2";"1";435116,79683;8;40;1471340,8106;3;"Ninguno de los anteriores";"Propia";"Exceso de LLuvia";"Si"
"701";"1";"3744099";"99773073";"7";"1";"12";"2";0;41;107;9890677,0816;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"702";"1";"3744128";"99773069";"7";"1";"6";"1";5637847,4722;7;20;7506640,0566;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"703";"1";"3744160";"99773069";"7";"1";"12";"1";853454,98743;2;3;999318,57211;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"704";"1";"3744174";"99773057";"7";"1";"12";"1";14514633,887;12;52;50804900,072;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"705";"1";"3744192";"99773059";"7";"1";"6";"1";11980146,948;9;30;13353014,574;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
